Date,Price,Open,High,Low,Vol.,Change %,,,Predicted_Close
12/17/2024,"8,195.20","8,262.05","8,262.05","8,190.17",1.13B,-0.81%,,,8178.57373
12/16/2024,"8,262.05","8,300.33","8,305.21","8,254.06",617.61M,-0.46%,,,8213.047852
12/13/2024,"8,300.33","8,311.76","8,331.85","8,282.40",650.04M,-0.14%,,,8221.461914
12/12/2024,"8,311.76","8,301.62","8,331.05","8,300.18",580.49M,0.12%,,,8210.248047
12/11/2024,"8,301.62","8,280.36","8,318.88","8,248.42",1.27B,0.26%,,,8197.832031
12/10/2024,"8,280.36","8,352.08","8,352.13","8,274.50",605.60M,-0.86%,,,8256.28418
12/09/2024,"8,352.08","8,308.61","8,372.05","8,308.61",726.16M,0.52%,,,8221.743164
12/06/2024,"8,308.61","8,349.38","8,357.58","8,303.48",885.40M,-0.49%,,,8256.4375
12/05/2024,"8,349.38","8,335.81","8,350.67","8,321.64",850.09M,0.16%,,,8247.020508
12/04/2024,"8,335.81","8,359.41","8,362.75","8,322.84",748.11M,-0.28%,,,8263.600586
12/03/2024,"8,359.41","8,312.89","8,388.37","8,311.85",813.15M,0.56%,,,8220.415039
12/02/2024,"8,312.89","8,287.30","8,332.00","8,274.66",821.54M,0.31%,,,8197.330078
11/29/2024,"8,287.30","8,281.22","8,292.45","8,252.89",588.24M,0.07%,,,8191.272461
11/28/2024,"8,281.22","8,274.75","8,303.77","8,271.85",515.67M,0.08%,,,8184.714355
11/27/2024,"8,274.75","8,258.61","8,280.02","8,237.70",635.23M,0.20%,,,8175.168457
11/26/2024,"8,258.61","8,291.68","8,291.68","8,245.76",770.92M,-0.40%,,,8203.102539
11/25/2024,"8,291.68","8,262.08","8,307.27","8,261.78",1.94B,0.36%,,,8167.758789
11/22/2024,"8,262.08","8,149.27","8,274.84","8,149.27",789.58M,1.38%,,,8062.639648
11/21/2024,"8,149.27","8,085.07","8,152.86","8,065.22",830.00M,0.79%,,,8007.969727
11/20/2024,"8,085.07","8,099.02","8,128.44","8,074.22",740.12M,-0.17%,,,8021.846191
11/19/2024,"8,099.02","8,109.32","8,145.86","8,052.02",702.38M,-0.13%,,,8027.282715
11/18/2024,"8,109.32","8,063.61","8,109.32","8,054.07",789.29M,0.57%,,,7987.837891
11/15/2024,"8,063.61","8,071.19","8,091.89","8,030.01",738.23M,-0.09%,,,7989.931152
11/14/2024,"8,071.19","8,030.33","8,083.12","8,012.83",661.21M,0.51%,,,7953.018066
11/13/2024,"8,030.33","8,025.77","8,062.73","7,995.87",988.58M,0.06%,,,7958.078125
11/12/2024,"8,025.77","8,125.19","8,125.19","8,018.55",954.31M,-1.22%,,,8039.915039
11/11/2024,"8,125.19","8,072.39","8,148.18","8,072.39",640.39M,0.65%,,,7999.780273
11/08/2024,"8,072.39","8,140.74","8,156.45","8,060.94",833.52M,-0.84%,,,8062.405762
11/07/2024,"8,140.74","8,166.68","8,195.30","8,140.74",959.17M,-0.32%,,,8086.143555
11/06/2024,"8,166.68","8,172.39","8,301.78","8,144.25",1.01B,-0.07%,,,8092.909668
11/05/2024,"8,172.39","8,184.24","8,215.84","8,148.34",840.88M,-0.14%,,,8102.396484
11/04/2024,"8,184.24","8,177.15","8,239.88","8,175.76",915.58M,0.09%,,,8088.696777
11/01/2024,"8,177.15","8,110.10","8,202.55","8,105.30",864.61M,0.83%,,,8033.367676
10/31/2024,"8,110.10","8,159.63","8,159.63","8,071.72",1.02B,-0.61%,,,8082.358887
10/30/2024,"8,159.63","8,219.61","8,219.61","8,153.75",1.05B,-0.73%,,,8141.008301
10/29/2024,"8,219.61","8,285.62","8,325.54","8,215.30",1.07B,-0.80%,,,8195.179688
10/28/2024,"8,285.62","8,248.84","8,293.62","8,208.91",1.03B,0.45%,,,8164.079102
10/25/2024,"8,248.84","8,269.38","8,278.11","8,246.23",963.71M,-0.25%,,,8180.257813
10/24/2024,"8,269.38","8,258.64","8,337.68","8,256.77",1.01B,0.13%,,,8174.574219
10/23/2024,"8,258.64","8,306.54","8,323.24","8,252.38",738.40M,-0.58%,,,8217.253906
10/22/2024,"8,306.54","8,318.24","8,318.24","8,252.40",626.98M,-0.14%,,,8231.847656
10/21/2024,"8,318.24","8,358.25","8,391.81","8,318.24",632.70M,-0.48%,,,8270.341797
10/18/2024,"8,358.25","8,385.13","8,385.13","8,315.85",789.47M,-0.32%,,,8289.326172
10/17/2024,"8,385.13","8,329.07","8,395.58","8,322.12",828.20M,0.67%,,,8233.383789
10/16/2024,"8,329.07","8,249.28","8,346.55","8,249.28",944.68M,0.97%,,,8167.828613
10/15/2024,"8,249.28","8,292.66","8,306.15","8,241.96",835.72M,-0.52%,,,8202.558594
10/14/2024,"8,292.66","8,253.65","8,292.66","8,237.70",647.08M,0.47%,,,8166.964844
10/11/2024,"8,253.65","8,237.73","8,265.71","8,211.92",519.07M,0.19%,,,8152.71582
10/10/2024,"8,237.73","8,243.74","8,272.46","8,218.36",674.67M,-0.07%,,,8152.455566
10/09/2024,"8,243.74","8,190.61","8,244.36","8,188.71",500.12M,0.65%,,,8116.490234
10/08/2024,"8,190.61","8,303.62","8,303.62","8,184.03",754.57M,-1.36%,,,8213.366211
10/07/2024,"8,303.62","8,280.63","8,323.41","8,260.11",644.90M,0.28%,,,8193.540039
10/04/2024,"8,280.63","8,282.52","8,300.66","8,234.17",721.48M,-0.02%,,,8196.148438
10/03/2024,"8,282.52","8,290.86","8,332.68","8,261.96",918.35M,-0.10%,,,8201.669922
10/02/2024,"8,290.86","8,276.65","8,322.59","8,267.60",804.30M,0.17%,,,8185.42334
10/01/2024,"8,276.65","8,236.95","8,291.10","8,226.18",923.65M,0.48%,,,8158.685059
09/30/2024,"8,236.95","8,320.76","8,324.61","8,233.99",828.80M,-1.01%,,,8228.951172
09/27/2024,"8,320.76","8,284.91","8,334.55","8,283.52",795.73M,0.43%,,,8196.198242
09/26/2024,"8,284.91","8,268.70","8,332.87","8,262.03",834.98M,0.20%,,,8183.342773
09/25/2024,"8,268.70","8,282.76","8,319.41","8,242.99",712.92M,-0.17%,,,8192.901367
09/24/2024,"8,282.76","8,259.71","8,309.75","8,259.51",1.01B,0.28%,,,8169.831543
09/23/2024,"8,259.71","8,229.99","8,262.53","8,210.07",630.16M,0.36%,,,8152.868652
09/20/2024,"8,229.99","8,328.72","8,328.72","8,223.76",1.56B,-1.19%,,,8232.744141
09/19/2024,"8,328.72","8,253.68","8,370.47","8,253.68",836.44M,0.91%,,,8172.624023
09/18/2024,"8,253.68","8,309.86","8,309.95","8,245.70",784.84M,-0.68%,,,8219.798828
09/17/2024,"8,309.86","8,278.44","8,351.72","8,278.44",745.50M,0.38%,,,8192.581055
09/16/2024,"8,278.44","8,273.09","8,290.00","8,247.92",451.46M,0.06%,,,8185.22168
09/13/2024,"8,273.09","8,240.97","8,287.90","8,230.75",534.85M,0.39%,,,8152.37793
09/12/2024,"8,240.97","8,193.94","8,301.36","8,193.94",1.01B,0.57%,,,8112.479004
09/11/2024,"8,193.94","8,205.98","8,232.76","8,169.96",864.25M,-0.15%,,,8128.774414
09/10/2024,"8,205.98","8,270.84","8,271.12","8,195.13",814.87M,-0.78%,,,8176.486328
09/09/2024,"8,270.84","8,181.47","8,274.68","8,181.47",626.21M,1.09%,,,8102.685059
09/06/2024,"8,181.47","8,241.71","8,260.68","8,168.42",703.52M,-0.73%,,,8156.899902
09/05/2024,"8,241.71","8,269.60","8,285.55","8,241.71",736.36M,-0.34%,,,8183.275391
09/04/2024,"8,269.60","8,298.46","8,298.46","8,219.26",724.92M,-0.35%,,,8214.445313
09/03/2024,"8,298.46","8,363.84","8,380.98","8,286.60",1.02B,-0.78%,,,8273.039063
09/02/2024,"8,363.84","8,376.63","8,380.08","8,353.18",510.80M,-0.15%,,,8284.744141
08/30/2024,"8,376.63","8,379.64","8,414.37","8,363.74",1.08B,-0.04%,,,8284.482422
08/29/2024,"8,379.64","8,343.85","8,392.40","8,336.58",590.01M,0.43%,,,8253.729492
08/28/2024,"8,343.85","8,345.46","8,362.74","8,322.28",608.50M,-0.02%,,,8253.644531
08/27/2024,"8,345.46","8,327.78","8,400.43","8,327.78",772.31M,0.21%,,,8234.194336
08/23/2024,"8,327.78","8,288.00","8,331.90","8,288.00",614.51M,0.48%,,,8197.949219
08/22/2024,"8,288.00","8,283.43","8,318.55","8,276.99",796.91M,0.06%,,,8192.650391
08/21/2024,"8,283.43","8,273.32","8,295.94","8,263.01",824.97M,0.12%,,,8191.512207
08/20/2024,"8,273.32","8,356.94","8,356.94","8,270.69",490.22M,-1.00%,,,8261.335938
08/19/2024,"8,356.94","8,311.41","8,374.02","8,286.50",637.83M,0.55%,,,8225.75
08/16/2024,"8,311.41","8,347.35","8,350.35","8,292.01",515.44M,-0.43%,,,8252.424805
08/15/2024,"8,347.35","8,281.05","8,366.98","8,277.08",842.33M,0.80%,,,8191.132813
08/14/2024,"8,281.05","8,235.23","8,288.72","8,230.68",592.00M,0.56%,,,8149.536133
08/13/2024,"8,235.23","8,210.25","8,244.41","8,187.98",532.21M,0.30%,,,8124.535645
08/12/2024,"8,210.25","8,168.10","8,223.48","8,168.10",1.65B,0.52%,,,8086.700195
08/09/2024,"8,168.10","8,144.97","8,203.46","8,144.43",873.75M,0.28%,,,8068.623535
08/08/2024,"8,144.97","8,166.88","8,166.88","8,064.34",754.06M,-0.27%,,,8072.667969
08/07/2024,"8,166.88","8,026.69","8,176.99","8,026.69",786.25M,1.75%,,,7943.887207
08/06/2024,"8,026.69","8,008.23","8,058.31","7,949.85",1.28B,0.23%,,,7942.640137
08/05/2024,"8,008.23","8,174.71","8,174.71","7,915.94",1.57B,-2.04%,,,8099.085449
08/02/2024,"8,174.71","8,283.36","8,283.36","8,158.03",1.23B,-1.31%,,,8202.316406
08/01/2024,"8,283.36","8,367.98","8,405.24","8,268.14",884.95M,-1.01%,,,8268.657227
07/31/2024,"8,367.98","8,274.41","8,399.88","8,274.41",838.71M,1.13%,,,8189.459961
07/30/2024,"8,274.41","8,292.35","8,297.92","8,235.55",683.08M,-0.22%,,,8205.607422
07/29/2024,"8,292.35","8,285.71","8,368.38","8,285.71",779.76M,0.08%,,,8191.108887
07/26/2024,"8,285.71","8,186.35","8,290.33","8,181.23",658.57M,1.21%,,,8100.401855
07/25/2024,"8,186.35","8,153.69","8,187.51","8,056.01",975.43M,0.40%,,,8073.012207
07/24/2024,"8,153.69","8,167.37","8,170.68","8,112.03",596.37M,-0.17%,,,8087.784668
07/23/2024,"8,167.37","8,198.78","8,228.10","8,151.46",871.90M,-0.38%,,,8111.32373
07/22/2024,"8,198.78","8,155.72","8,240.40","8,155.72",772.11M,0.53%,,,8078.187012
07/19/2024,"8,155.72","8,150.09","8,184.26","8,135.08",664.05M,-0.60%,,,8119.469238
07/18/2024,"8,204.89","8,187.46","8,267.78","8,187.46",541.48M,0.21%,,,8101.293945
07/17/2024,"8,187.46","8,164.90","8,204.29","8,132.02",746.44M,0.28%,,,8083.129395
07/16/2024,"8,164.90","8,182.96","8,182.96","8,126.07",565.23M,-0.22%,,,8106.127441
07/15/2024,"8,182.96","8,252.91","8,252.91","8,174.62",547.59M,-0.85%,,,8165.461914
07/12/2024,"8,252.91","8,223.34","8,276.31","8,223.34",515.47M,0.36%,,,8136.539063
07/11/2024,"8,223.34","8,193.51","8,231.78","8,190.81",581.05M,0.36%,,,8104.839844
07/10/2024,"8,193.51","8,139.81","8,194.85","8,138.18",677.92M,0.66%,,,8062.554199
07/09/2024,"8,139.81","8,193.49","8,217.10","8,132.49",1.04B,-0.66%,,,8111.437988
07/08/2024,"8,193.49","8,203.93","8,232.81","8,175.26",703.74M,-0.13%,,,8124.924805
07/05/2024,"8,203.93","8,241.26","8,279.75","8,182.70",999.39M,-0.45%,,,8151.396973
07/04/2024,"8,241.26","8,171.12","8,257.95","8,170.97",558.64M,0.86%,,,8084.610352
07/03/2024,"8,171.12","8,121.20","8,177.98","8,121.20",807.24M,0.61%,,,8044.471191
07/02/2024,"8,121.20","8,166.76","8,166.76","8,106.79",756.85M,-0.56%,,,8083.383301
07/01/2024,"8,166.76","8,164.12","8,225.08","8,164.12",662.72M,0.03%,,,8081.691406
06/28/2024,"8,164.12","8,179.68","8,237.36","8,162.68",789.22M,-0.19%,,,8099.140625
06/27/2024,"8,179.68","8,225.33","8,232.87","8,179.68",753.67M,-0.55%,,,8141.417969
06/26/2024,"8,225.33","8,247.79","8,302.04","8,205.04",1.09B,-0.27%,,,8164.457031
06/25/2024,"8,247.79","8,281.55","8,294.24","8,245.66",858.84M,-0.41%,,,8190.888672
06/24/2024,"8,281.55","8,237.72","8,307.93","8,217.39",874.04M,0.53%,,,8156.491211
06/21/2024,"8,237.72","8,272.46","8,282.66","8,188.12",1.82B,-0.42%,,,8181.805176
06/20/2024,"8,272.46","8,205.11","8,272.46","8,203.62",909.74M,0.82%,,,8121.679688
06/19/2024,"8,205.11","8,191.29","8,212.65","8,164.48",695.73M,0.17%,,,8104.802246
06/18/2024,"8,191.29","8,142.15","8,199.95","8,142.15",707.06M,0.60%,,,8061.562988
06/17/2024,"8,142.15","8,146.86","8,187.25","8,120.89",823.28M,-0.06%,,,8067.32373
06/14/2024,"8,146.86","8,163.67","8,178.21","8,112.93",804.34M,-0.21%,,,8086.40332
06/13/2024,"8,163.67","8,215.48","8,215.48","8,147.44",834.34M,-0.63%,,,8124.811523
06/12/2024,"8,215.48","8,147.81","8,243.22","8,147.81",1.29B,0.83%,,,8072.641113
06/11/2024,"8,147.81","8,228.48","8,261.74","8,114.84",1.11B,-0.98%,,,8145.256348
06/10/2024,"8,228.48","8,245.37","8,245.37","8,183.47",638.07M,-0.20%,,,8164.188965
06/07/2024,"8,245.37","8,285.34","8,297.01","8,210.23",758.57M,-0.48%,,,8195.808594
06/06/2024,"8,285.34","8,246.95","8,287.07","8,246.95",846.43M,0.47%,,,8160.876953
06/05/2024,"8,246.95","8,232.04","8,276.55","8,232.04",869.15M,0.18%,,,8151.350586
06/04/2024,"8,232.04","8,262.75","8,263.38","8,200.26",1.10B,-0.37%,,,8180.033691
06/03/2024,"8,262.75","8,275.38","8,371.72","8,258.86",1.00B,-0.15%,,,8186.434082
05/31/2024,"8,275.38","8,231.05","8,289.22","8,231.05",2.23B,0.54%,,,8141.606445
05/30/2024,"8,231.05","8,183.07","8,236.25","8,148.49",985.04M,0.59%,,,8105.241699
05/29/2024,"8,183.07","8,254.18","8,255.39","8,180.03",1.01B,-0.86%,,,8172.53125
05/28/2024,"8,254.18","8,317.59","8,335.46","8,241.33",1.20B,-0.76%,,,8228.981445
05/24/2024,"8,317.59","8,339.23","8,339.23","8,263.77",776.93M,-0.26%,,,8250.071289
05/23/2024,"8,339.23","8,370.33","8,385.23","8,332.27",1.20B,-0.37%,,,8281.001953
05/22/2024,"8,370.33","8,416.45","8,416.45","8,343.36",1.13B,-0.55%,,,8321.381836
05/21/2024,"8,416.45","8,424.20","8,424.20","8,379.12",999.13M,-0.09%,,,8327.273438
05/20/2024,"8,424.20","8,420.26","8,451.64","8,417.95",739.02M,0.05%,,,8325.230469
05/17/2024,"8,420.26","8,438.65","8,441.68","8,401.40",1.01B,-0.22%,,,8341.701172
05/16/2024,"8,438.65","8,445.80","8,455.66","8,406.69",889.77M,-0.08%,,,8346.107422
05/15/2024,"8,445.80","8,428.13","8,474.41","8,427.92",924.33M,0.21%,,,8329.788086
05/14/2024,"8,428.13","8,414.99","8,448.67","8,406.96",1.16B,0.16%,,,8320.539063
05/13/2024,"8,414.99","8,433.76","8,446.46","8,409.15",974.77M,-0.22%,,,8333.256836
05/10/2024,"8,433.76","8,381.35","8,455.77","8,381.35",697.31M,0.63%,,,8286.334961
05/09/2024,"8,381.35","8,354.05","8,396.25","8,349.83",1.04B,0.33%,,,8259.964844
05/08/2024,"8,354.05","8,313.67","8,365.28","8,313.67",1.21B,0.49%,,,8216.325195
05/07/2024,"8,313.67","8,213.49","8,335.68","8,213.49",1.21B,1.22%,,,8124.300781
05/03/2024,"8,213.49","8,172.15","8,248.73","8,172.15",593.36M,0.51%,,,8082.870117
05/02/2024,"8,172.15","8,121.24","8,178.76","8,119.85",849.98M,0.63%,,,8040.193359
05/01/2024,"8,121.24","8,144.13","8,178.95","8,111.38",562.09M,-0.28%,,,8061.25293
04/30/2024,"8,144.13","8,147.03","8,199.95","8,138.14",857.15M,-0.04%,,,8063.908203
04/29/2024,"8,147.03","8,139.83","8,189.14","8,136.71",755.83M,0.09%,,,8052.560059
04/26/2024,"8,139.83","8,078.86","8,146.79","8,078.86",801.60M,0.75%,,,7996.020508
04/25/2024,"8,078.86","8,040.38","8,105.59","8,030.05",1.12B,0.48%,,,7964.189453
04/24/2024,"8,040.38","8,044.81","8,092.20","8,031.79",1.24B,-0.06%,,,7967.647461
04/23/2024,"8,044.81","8,023.87","8,076.52","8,021.67",933.44M,0.26%,,,7938.150879
04/22/2024,"8,023.87","7,895.85","8,042.81","7,895.85",990.46M,1.62%,,,7822.810547
04/19/2024,"7,895.85","7,877.05","7,900.51","7,809.68",898.82M,0.24%,,,7801.894531
04/18/2024,"7,877.05","7,847.99","7,898.77","7,845.89",1.15B,0.37%,,,7771.98291
04/17/2024,"7,847.99","7,820.36","7,893.62","7,798.57",860.49M,0.35%,,,7762.179199
04/16/2024,"7,820.36","7,965.53","7,965.53","7,793.91",973.75M,-1.82%,,,7893.247559
04/15/2024,"7,965.53","7,995.58","8,009.52","7,952.14",710.69M,-0.38%,,,7913.057129
04/12/2024,"7,995.58","7,923.80","8,044.98","7,923.80",838.70M,0.91%,,,7853.109863
04/11/2024,"7,923.80","7,961.21","7,970.09","7,886.89",1.06B,-0.47%,,,7883.600098
04/10/2024,"7,961.21","7,934.79","7,999.84","7,916.53",1.12B,0.33%,,,7860.51709
04/09/2024,"7,934.79","7,943.47","7,962.78","7,917.47",919.54M,-0.11%,,,7864.751953
04/08/2024,"7,943.47","7,911.16","7,953.16","7,887.92",781.29M,0.41%,,,7842.264648
04/05/2024,"7,911.16","7,975.89","7,975.89","7,884.45",874.08M,-0.81%,,,7895.475586
04/04/2024,"7,975.89","7,937.44","7,990.41","7,937.37",1.07B,0.48%,,,7860.953125
04/03/2024,"7,937.44","7,935.09","7,937.44","7,882.68",1.04B,0.03%,,,7860.370117
04/02/2024,"7,935.09","7,952.62","8,015.63","7,928.59",984.93M,-0.22%,,,7873.816406
03/28/2024,"7,952.62","7,931.98","7,975.38","7,931.36",906.58M,0.26%,,,7855.504883
03/27/2024,"7,931.98","7,930.96","7,938.14","7,893.00",891.54M,0.01%,,,7854.163086
03/26/2024,"7,930.96","7,917.57","7,934.37","7,892.08",1.18B,0.17%,,,7845.319336
03/25/2024,"7,917.57","7,930.92","7,939.38","7,891.72",977.20M,-0.17%,,,7853.927734
03/22/2024,"7,930.92","7,882.55","7,961.43","7,882.19",978.39M,0.61%,,,7797.789551
03/21/2024,"7,882.55","7,737.38","7,901.80","7,737.38",1.28B,1.88%,,,7668.617188
03/20/2024,"7,737.38","7,738.30","7,749.39","7,711.46",969.75M,-0.01%,,,7667.489258
03/19/2024,"7,738.30","7,722.55","7,739.67","7,699.57",1.01B,0.20%,,,7653.567383
03/18/2024,"7,722.55","7,727.42","7,750.17","7,714.90",944.57M,-0.06%,,,7659.633789
03/15/2024,"7,727.42","7,743.15","7,761.06","7,727.42",2.58B,-0.20%,,,7677.344727
03/14/2024,"7,743.15","7,772.17","7,778.39","7,719.11",872.90M,-0.37%,,,7701.495117
03/13/2024,"7,772.17","7,747.81","7,785.73","7,738.73",1.14B,0.31%,,,7672.299805
03/12/2024,"7,747.81","7,669.23","7,764.58","7,669.23",1.07B,1.02%,,,7601.471191
03/11/2024,"7,669.23","7,659.74","7,669.23","7,612.62",1.04B,0.12%,,,7596.687012
03/08/2024,"7,659.74","7,692.46","7,693.89","7,646.20",845.83M,-0.43%,,,7624.788086
03/07/2024,"7,692.46","7,679.31","7,711.78","7,645.06",1.35B,0.17%,,,7609.754883
03/06/2024,"7,679.31","7,646.16","7,701.25","7,639.03",1.29B,0.43%,,,7579.855957
03/05/2024,"7,646.16","7,640.33","7,654.81","7,598.47",843.70M,0.08%,,,7578.987793
03/04/2024,"7,640.33","7,682.50","7,682.64","7,623.22",979.61M,-0.55%,,,7610.746582
03/01/2024,"7,682.50","7,630.02","7,695.61","7,630.02",1.22B,0.69%,,,7562.821777
02/29/2024,"7,630.02","7,624.98","7,677.69","7,622.87",1.87B,0.07%,,,7563.709961
02/28/2024,"7,624.98","7,683.02","7,693.18","7,620.37",1.15B,-0.76%,,,7615.20166
02/27/2024,"7,683.02","7,684.30","7,698.29","7,669.71",1.06B,-0.02%,,,7618.424805
02/26/2024,"7,684.30","7,706.28","7,710.78","7,676.75",1.15B,-0.29%,,,7635.250977
02/23/2024,"7,706.28","7,684.49","7,713.39","7,675.19",992.96M,0.28%,,,7613.190918
02/22/2024,"7,684.49","7,662.51","7,702.86","7,651.65",1.32B,0.29%,,,7599.681641
02/21/2024,"7,662.51","7,719.21","7,719.21","7,642.75",1.19B,-0.73%,,,7652.423828
02/20/2024,"7,719.21","7,728.50","7,748.73","7,705.98",819.03M,-0.12%,,,7660.647949
02/19/2024,"7,728.50","7,711.71","7,733.54","7,692.48",575.04M,0.22%,,,7635.907715
02/16/2024,"7,711.71","7,597.53","7,720.72","7,597.53",996.23M,1.50%,,,7531.233887
02/15/2024,"7,597.53","7,568.40","7,612.34","7,562.10",651.78M,0.38%,,,7499.113281
02/14/2024,"7,568.40","7,512.28","7,590.13","7,512.28",1.14B,0.75%,,,7454.811523
02/13/2024,"7,512.28","7,573.69","7,585.31","7,492.98",1.10B,-0.81%,,,7508.44043
02/12/2024,"7,573.69","7,572.58","7,590.45","7,555.47",767.12M,0.01%,,,7508.95459
02/09/2024,"7,572.58","7,595.48","7,608.74","7,557.35",1.03B,-0.30%,,,7532.640137
02/08/2024,"7,595.48","7,628.75","7,653.40","7,593.57",650.74M,-0.44%,,,7567.548828
02/07/2024,"7,628.75","7,681.01","7,694.90","7,626.23",920.83M,-0.68%,,,7607.164551
02/06/2024,"7,681.01","7,612.86","7,693.60","7,612.86",1.44B,0.90%,,,7546.273926
02/05/2024,"7,612.86","7,615.54","7,667.82","7,598.66",1.29B,-0.04%,,,7548.769043
02/02/2024,"7,615.54","7,622.16","7,670.91","7,609.29",777.00M,-0.09%,,,7555.458984
02/01/2024,"7,622.16","7,630.57","7,673.67","7,607.90",848.08M,-0.11%,,,7566.991699
01/31/2024,"7,630.57","7,666.31","7,689.69","7,630.57",887.42M,-0.47%,,,7596.817871
01/30/2024,"7,666.31","7,632.74","7,684.24","7,632.74",703.83M,0.44%,,,7568.432129
01/29/2024,"7,632.74","7,635.09","7,664.92","7,630.76",597.18M,-0.03%,,,7561.459961
01/26/2024,"7,635.09","7,529.73","7,651.75","7,529.69",985.33M,1.40%,,,7468.123047
01/25/2024,"7,529.73","7,527.67","7,544.46","7,507.03",660.66M,0.03%,,,7462.895996
01/24/2024,"7,527.67","7,485.73","7,538.89","7,485.73",810.48M,0.56%,,,7426.297363
01/23/2024,"7,485.73","7,487.71","7,525.13","7,465.12",973.74M,-0.03%,,,7425.561523
01/22/2024,"7,487.71","7,461.93","7,503.61","7,455.97",734.80M,0.35%,,,7401.318848
01/19/2024,"7,461.93","7,459.09","7,521.05","7,450.86",1.13B,0.04%,,,7396.095703
01/18/2024,"7,459.09","7,446.29","7,471.66","7,426.60",814.58M,0.17%,,,7395.752441
01/17/2024,"7,446.29","7,558.34","7,558.34","7,404.08",769.96M,-1.48%,,,7498.803711
01/16/2024,"7,558.34","7,594.91","7,594.91","7,538.85",1.09B,-0.48%,,,7533.758789
01/15/2024,"7,594.91","7,624.93","7,637.79","7,578.33",692.82M,-0.39%,,,7554.598145
01/12/2024,"7,624.93","7,576.59","7,655.19","7,576.59",738.50M,0.64%,,,7518.679688
01/11/2024,"7,576.59","7,651.76","7,693.90","7,576.59",1.17B,-0.98%,,,7588.290039
01/10/2024,"7,651.76","7,683.96","7,683.96","7,647.37",612.40M,-0.42%,,,7617.539551
01/09/2024,"7,683.96","7,694.19","7,717.50","7,675.07",658.39M,-0.13%,,,7625.996094
01/08/2024,"7,694.19","7,689.61","7,694.19","7,636.05",1.02B,0.06%,,,7624.838379
01/05/2024,"7,689.61","7,723.07","7,723.07","7,642.86",610.45M,-0.43%,,,7649.95752
01/04/2024,"7,723.07","7,682.33","7,728.17","7,678.84",925.46M,0.53%,,,7617.32666
01/03/2024,"7,682.33","7,721.52","7,744.55","7,650.30",721.53M,-0.51%,,,7653.10791
01/02/2024,"7,721.52","7,733.24","7,764.37","7,689.02",647.24M,-0.15%,,,7662.502441
12/29/2023,"7,733.24","7,722.74","7,746.91","7,719.02",225.64M,0.14%,,,7653.37207
12/28/2023,"7,722.74","7,724.95","7,745.99","7,708.74",316.82M,-0.03%,,,7652.602539
12/27/2023,"7,724.95","7,697.51","7,759.74","7,697.51",409.46M,0.36%,,,7628.469238
12/22/2023,"7,697.51","7,694.73","7,715.21","7,676.43",320.56M,0.04%,,,7628.751953
12/21/2023,"7,694.73","7,715.68","7,715.68","7,668.41",562.95M,-0.27%,,,7640.408691
12/20/2023,"7,715.68","7,638.03","7,762.88","7,637.93",875.63M,1.02%,,,7568.791016
12/19/2023,"7,638.03","7,614.48","7,642.15","7,605.35",935.13M,0.31%,,,7544.416992
12/18/2023,"7,614.48","7,576.36","7,630.57","7,557.24",661.07M,0.50%,,,7518.246582
12/15/2023,"7,576.36","7,648.98","7,668.22","7,569.00",1.58B,-0.95%,,,7573.324219
12/14/2023,"7,648.98","7,548.44","7,724.81","7,548.44",1.44B,1.33%,,,7483.062012
12/13/2023,"7,548.44","7,542.77","7,584.88","7,542.68",888.29M,0.08%,,,7478.463379
12/12/2023,"7,542.77","7,544.89","7,607.51","7,542.37",788.54M,-0.03%,,,7481.592773
12/11/2023,"7,544.89","7,554.47","7,557.40","7,493.59",811.93M,-0.13%,,,7486.29834
12/08/2023,"7,554.47","7,513.72","7,581.32","7,509.83",779.76M,0.54%,,,7450.105469
12/07/2023,"7,513.72","7,515.38","7,523.57","7,480.49",789.53M,-0.02%,,,7448.990723
12/06/2023,"7,515.38","7,489.84","7,542.57","7,486.80",1.42B,0.34%,,,7429.222656
12/05/2023,"7,489.84","7,512.96","7,512.96","7,460.21",661.29M,-0.31%,,,7452.239746
12/04/2023,"7,512.96","7,529.35","7,533.81","7,476.85",818.38M,-0.22%,,,7459.539551
12/01/2023,"7,529.35","7,453.75","7,538.71","7,453.75",549.09M,1.01%,,,7388.623535
11/30/2023,"7,453.75","7,423.46","7,497.68","7,387.09",1.27B,0.41%,,,7364.399902
11/29/2023,"7,423.46","7,455.24","7,457.48","7,408.79",531.53M,-0.43%,,,7392.929199
11/28/2023,"7,455.24","7,460.70","7,461.13","7,403.25",599.93M,-0.07%,,,7400.48584
11/27/2023,"7,460.70","7,488.20","7,488.26","7,452.18",398.90M,-0.37%,,,7424.315918
11/24/2023,"7,488.20","7,483.58","7,494.72","7,450.12",528.51M,0.06%,,,7418.450684
11/23/2023,"7,483.58","7,469.51","7,494.77","7,450.60",607.42M,0.19%,,,7407.062012
11/22/2023,"7,469.51","7,481.99","7,504.51","7,452.00",627.38M,-0.17%,,,7420.110352
11/21/2023,"7,481.99","7,496.36","7,496.86","7,446.68",518.87M,-0.19%,,,7433.805664
11/20/2023,"7,496.36","7,504.25","7,506.00","7,472.65",466.75M,-0.11%,,,7431.623047
11/17/2023,"7,504.25","7,410.97","7,509.00","7,410.00",667.07M,1.26%,,,7356.601074
11/16/2023,"7,410.97","7,486.91","7,492.84","7,409.40",750.61M,-1.01%,,,7420.196289
